timestamp,open,high,low,close,volume,datetime
1742355900,2274.0,2283.85,2274.0,2279.2,10731,2025-03-19 03:45:00
1742355960,2279.2,2287.55,2279.2,2287.5,2346,2025-03-19 03:46:00
1742356020,2285.6,2287.9,2284.4,2285.1,3086,2025-03-19 03:47:00
1742356080,2283.4,2286.0,2283.05,2284.55,1572,2025-03-19 03:48:00
1742356140,2284.95,2287.95,2283.0,2283.0,2479,2025-03-19 03:49:00
1742356200,2282.35,2284.25,2280.85,2282.35,1638,2025-03-19 03:50:00
1742356260,2282.3,2282.3,2280.3,2280.3,1186,2025-03-19 03:51:00
1742356320,2279.3,2281.0,2279.3,2280.0,2498,2025-03-19 03:52:00
1742356380,2280.6,2282.0,2279.65,2279.65,2094,2025-03-19 03:53:00
1742356440,2281.0,2281.0,2275.9,2276.85,1152,2025-03-19 03:54:00
1742356500,2277.0,2278.95,2276.15,2278.9,1863,2025-03-19 03:55:00
1742356560,2278.0,2279.6,2277.0,2277.05,2617,2025-03-19 03:56:00
1742356620,2276.05,2277.05,2275.6,2277.0,1973,2025-03-19 03:57:00
1742356680,2278.05,2278.05,2275.7,2276.3,1943,2025-03-19 03:58:00
1742356740,2276.3,2279.0,2275.05,2277.25,1755,2025-03-19 03:59:00
1742356800,2276.6,2277.5,2274.5,2275.25,1125,2025-03-19 04:00:00
1742356860,2276.0,2277.75,2274.95,2276.95,7414,2025-03-19 04:01:00
1742356920,2276.0,2277.8,2276.0,2277.5,560,2025-03-19 04:02:00
1742356980,2276.5,2278.15,2276.5,2278.15,451,2025-03-19 04:03:00
1742357040,2278.15,2278.15,2273.05,2274.0,3849,2025-03-19 04:04:00
1742357100,2274.1,2274.85,2271.1,2271.6,3452,2025-03-19 04:05:00
1742357160,2271.1,2271.5,2270.0,2270.5,4865,2025-03-19 04:06:00
1742357220,2270.5,2271.0,2270.3,2270.5,657,2025-03-19 04:07:00
1742357280,2270.45,2271.95,2270.1,2271.95,1260,2025-03-19 04:08:00
1742357340,2270.85,2271.95,2269.0,2269.65,856,2025-03-19 04:09:00
1742357400,2268.2,2270.0,2267.85,2270.0,1458,2025-03-19 04:10:00
1742357460,2270.0,2270.6,2268.55,2268.55,1617,2025-03-19 04:11:00
1742357520,2268.55,2271.55,2268.05,2271.1,576,2025-03-19 04:12:00
1742357580,2271.15,2272.95,2270.0,2272.95,1231,2025-03-19 04:13:00
1742357640,2272.15,2274.45,2272.15,2273.7,847,2025-03-19 04:14:00
1742357700,2273.7,2274.3,2272.3,2272.8,1027,2025-03-19 04:15:00
1742357760,2271.55,2272.8,2270.85,2272.6,624,2025-03-19 04:16:00
1742357820,2272.6,2274.0,2272.6,2272.65,1301,2025-03-19 04:17:00
1742357880,2273.7,2276.0,2272.35,2275.05,1113,2025-03-19 04:18:00
1742357940,2276.0,2277.7,2275.3,2276.25,1339,2025-03-19 04:19:00
1742358000,2276.0,2277.25,2276.0,2277.15,792,2025-03-19 04:20:00
1742358060,2277.15,2277.95,2276.35,2276.9,598,2025-03-19 04:21:00
1742358120,2277.9,2277.9,2276.9,2277.0,581,2025-03-19 04:22:00
1742358180,2277.0,2277.6,2276.4,2276.45,450,2025-03-19 04:23:00
1742358240,2276.4,2277.45,2275.0,2275.85,1335,2025-03-19 04:24:00
1742358300,2274.1,2275.15,2272.45,2274.75,1332,2025-03-19 04:25:00
1742358360,2274.75,2275.95,2274.5,2275.0,571,2025-03-19 04:26:00
1742358420,2275.85,2276.35,2275.0,2275.4,1079,2025-03-19 04:27:00
1742358480,2275.4,2276.0,2274.25,2274.5,826,2025-03-19 04:28:00
1742358540,2274.9,2275.45,2273.7,2275.0,638,2025-03-19 04:29:00
1742358600,2275.0,2275.7,2274.2,2275.7,271,2025-03-19 04:30:00
1742358660,2275.7,2276.75,2275.2,2276.75,494,2025-03-19 04:31:00
1742358720,2276.75,2278.7,2276.25,2277.9,1103,2025-03-19 04:32:00
1742358780,2277.9,2278.35,2277.5,2278.0,738,2025-03-19 04:33:00
1742358840,2278.65,2278.65,2276.8,2276.9,1159,2025-03-19 04:34:00
1742358900,2277.85,2277.95,2276.8,2277.9,180,2025-03-19 04:35:00
1742358960,2277.9,2278.8,2277.75,2278.7,501,2025-03-19 04:36:00
1742359020,2278.0,2279.0,2278.0,2278.7,626,2025-03-19 04:37:00
1742359080,2278.7,2278.7,2277.85,2278.05,407,2025-03-19 04:38:00
1742359140,2278.0,2278.0,2276.0,2276.05,1226,2025-03-19 04:39:00
1742359200,2275.4,2276.4,2275.15,2275.95,201,2025-03-19 04:40:00
1742359260,2275.95,2276.5,2274.7,2276.5,1270,2025-03-19 04:41:00
1742359320,2276.65,2276.65,2274.15,2275.0,669,2025-03-19 04:42:00
1742359380,2275.0,2277.65,2275.0,2277.65,835,2025-03-19 04:43:00
1742359440,2277.65,2278.0,2276.1,2276.1,814,2025-03-19 04:44:00
1742359500,2277.75,2278.05,2277.0,2277.75,416,2025-03-19 04:45:00
1742359560,2277.9,2278.7,2277.9,2278.5,740,2025-03-19 04:46:00
1742359620,2278.25,2278.5,2276.0,2276.0,1573,2025-03-19 04:47:00
1742359680,2276.55,2276.9,2275.9,2276.85,267,2025-03-19 04:48:00
1742359740,2277.0,2277.0,2275.8,2276.5,587,2025-03-19 04:49:00
1742359800,2276.7,2277.0,2275.95,2276.6,580,2025-03-19 04:50:00
1742359860,2276.6,2277.9,2276.4,2277.9,2589,2025-03-19 04:51:00
1742359920,2277.9,2277.9,2276.4,2276.45,309,2025-03-19 04:52:00
1742359980,2276.45,2277.9,2276.4,2277.8,424,2025-03-19 04:53:00
1742360040,2277.8,2278.7,2276.4,2278.7,890,2025-03-19 04:54:00
1742360100,2278.7,2278.7,2277.25,2278.0,874,2025-03-19 04:55:00
1742360160,2278.0,2278.65,2277.35,2277.8,1691,2025-03-19 04:56:00
1742360220,2276.85,2277.9,2276.4,2277.0,404,2025-03-19 04:57:00
1742360280,2277.0,2277.0,2276.4,2277.0,320,2025-03-19 04:58:00
1742360340,2277.0,2277.0,2276.45,2276.45,446,2025-03-19 04:59:00
1742360400,2276.4,2276.9,2276.0,2276.5,498,2025-03-19 05:00:00
1742360460,2276.45,2276.8,2275.8,2275.8,495,2025-03-19 05:01:00
1742360520,2275.9,2275.95,2274.55,2275.05,706,2025-03-19 05:02:00
1742360580,2275.9,2276.3,2275.2,2276.0,448,2025-03-19 05:03:00
1742360640,2276.0,2276.6,2275.3,2275.9,244,2025-03-19 05:04:00
1742360700,2276.5,2276.65,2275.9,2276.65,273,2025-03-19 05:05:00
1742360760,2276.95,2277.8,2276.65,2277.1,991,2025-03-19 05:06:00
1742360820,2277.95,2279.0,2276.3,2279.0,3586,2025-03-19 05:07:00
1742360880,2279.95,2282.0,2279.8,2280.8,4664,2025-03-19 05:08:00
1742360940,2280.7,2280.8,2279.3,2280.2,1354,2025-03-19 05:09:00
1742361000,2280.2,2280.2,2279.0,2279.0,537,2025-03-19 05:10:00
1742361060,2279.15,2280.0,2279.0,2280.0,680,2025-03-19 05:11:00
1742361120,2280.2,2281.7,2280.0,2281.45,834,2025-03-19 05:12:00
1742361180,2281.25,2281.55,2280.55,2280.55,494,2025-03-19 05:13:00
1742361240,2280.55,2280.55,2279.1,2280.4,744,2025-03-19 05:14:00
1742361300,2279.4,2280.75,2279.15,2280.0,862,2025-03-19 05:15:00
1742361360,2280.2,2280.2,2279.0,2279.0,504,2025-03-19 05:16:00
1742361420,2279.0,2279.85,2279.0,2279.35,1453,2025-03-19 05:17:00
1742361480,2278.85,2279.2,2278.25,2279.0,10951,2025-03-19 05:18:00
1742361540,2279.15,2279.75,2278.25,2279.75,7717,2025-03-19 05:19:00
1742361600,2279.0,2280.0,2278.05,2278.4,3161,2025-03-19 05:20:00
1742361660,2278.5,2279.95,2278.5,2279.2,2502,2025-03-19 05:21:00
1742361720,2278.4,2278.9,2275.2,2275.2,2542,2025-03-19 05:22:00
1742361780,2275.2,2276.9,2275.05,2275.55,362,2025-03-19 05:23:00
1742361840,2276.9,2277.5,2275.95,2276.0,493,2025-03-19 05:24:00
1742361900,2276.8,2276.8,2275.0,2276.35,831,2025-03-19 05:25:00
1742361960,2275.55,2276.2,2275.0,2275.85,261,2025-03-19 05:26:00
1742362020,2275.85,2276.4,2275.2,2276.0,111,2025-03-19 05:27:00
1742362080,2276.0,2281.0,2276.0,2279.45,5035,2025-03-19 05:28:00
1742362140,2280.55,2280.55,2279.5,2280.0,321,2025-03-19 05:29:00
1742362200,2280.0,2280.65,2279.7,2280.65,426,2025-03-19 05:30:00
1742362260,2279.85,2280.65,2279.0,2279.95,1236,2025-03-19 05:31:00
1742362320,2279.95,2280.0,2279.4,2280.0,100,2025-03-19 05:32:00
1742362380,2280.0,2280.0,2279.0,2279.0,979,2025-03-19 05:33:00
